qid,en_label,ja_label,id_label,prefix,cleaned_input,tokiponized,toki_pona_label
Q134603231,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134598123,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134957499,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134598428,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134926216,Mishima Shrine,三島神社 (南伊豆町下小野),Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134886826,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134603291,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134603302,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134887217,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134988929,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134956743,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134957563,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134957567,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134988793,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134957869,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134957879,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134957882,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134955610,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134956598,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134957817,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134955525,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134958290,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134956895,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134956892,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134989105,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134956710,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134957024,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134957034,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134957073,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134955876,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134955907,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134955741,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134957106,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134958177,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134957233,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134958150,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134955822,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134957328,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134957219,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134956305,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135070337,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135154577,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135069454,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135155752,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135155756,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135155783,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135155944,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135154017,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135155968,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135069548,Mishima Shrine,三嶋神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135155081,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135153900,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135259710,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135259750,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135425240,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135425082,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135259961,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135260032,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135425304,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135425305,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135259074,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135260144,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135425590,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135260063,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135259885,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135425564,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135425755,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135425716,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135260425,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q135260696,Mishima Shrine,三島神社,Kuil Mishima,Kuil,mishima,Misima,tomo sewi Misima
Q134930534,"Mishima Shrine (Aono, Minamiizu)",三島神社 (南伊豆町青野),"Kuil Mishima (Aono, Minamiizu)",Kuil,mishima,Misima,tomo sewi Misima
Q135069455,Mishima Shrine (Izu Province),三嶋神社,Kuil Mishima (Izu),Kuil,mishima,Misima,tomo sewi Misima
Q134930713,Mishima Shrine (Minamiizu ),三島神社 (南伊豆町入間),Kuil Mishima (Minamiizu ),Kuil,mishima,Misima,tomo sewi Misima
Q134926910,Mishima Shrine (Minamiizu),三島神社 (南伊豆町妻良),Kuil Mishima (Minamiizu),Kuil,mishima,Misima,tomo sewi Misima
Q134927876,Mishima Shrine (Minamiizu-chō Nijō),三島神社 (南伊豆町二條),Kuil Mishima (Minamiizu-chō Nijō),Kuil,mishima,Misima,tomo sewi Misima
Q134930744,Mishima Shrine (Shimoda),三島神社 (下田市),Kuil Mishima (Shimoda),Kuil,mishima,Misima,tomo sewi Misima
Q135195069,"Mishima Ishibe Shrine (Nishiyama Town, Kashiwazaki City)",御嶋石部神社（柏崎市西山町）,"Kuil Mishima Ishibe (Nishiyama, Kashiwazaki)",Kuil,mishimaishibe,Misimasipe,tomo sewi Misimasipe
Q135195068,"Mishima Isōbe Shrine (Hojo, Kashiwazaki City)",御嶋石部神社（柏崎市北条）,"Kuil Mishima Isōbe (Hojo, Kashiwazaki)",Kuil,mishimaisōbe,Misimasope,tomo sewi Misimasope
Q11355295,Mishima-Kamo Shrine,三島鴨神社,Kuil Mishima-Kamo,Kuil,mishimakamo,Misimakamo,tomo sewi Misimakamo
Q131924351,Mishimada Shrine,三嶋田神社,Kuil Mishimada,Kuil,mishimada,Misimata,tomo sewi Misimata
Q135039216,Mishimakamono Shrine,三島鴨神社,Kuil Mishimakamono,Kuil,mishimakamono,Misimakamono,tomo sewi Misimakamono
Q135270126,Mishimakamono Shrine,三島鴨神社,Kuil Mishimakamono,Kuil,mishimakamono,Misimakamono,tomo sewi Misimakamono
Q135040450,Mishimanoisobeno Shrine,御島石部神社,Kuil Mishimanoisobeno,Kuil,mishimanoisobeno,Misimanowisopeno,tomo sewi Misimanowisopeno
Q134886342,Mishimātago Shrine,三島愛宕神社,Kuil Mishimātago,Kuil,mishimātago,Misimatako,tomo sewi Misimatako
Q17230412,Mishine-no-mikura,御稲御倉,Kuil Mishine-no-mikura,Kuil,mishinenomikura,Misinenomikula,tomo sewi Misinenomikula
Q11488906,Mishioden Shrine,御塩殿神社,Kuil Mishioden,Kuil,mishioden,Misijoten,tomo sewi Misijoten
Q135041099,Mishirono Shrine,御代神社,Kuil Mishirono,Kuil,mishirono,Misilono,tomo sewi Misilono
Q28691732,Mishuku Shrine,三宿神社,Kuil Mishuku,Kuil,mishuku,Misijuku,tomo sewi Misijuku
Q11637232,Misogi Shrine,身曾岐神社,Kuil Misogi,Kuil,misogi,Misoki,tomo sewi Misoki
Q112199145,Misome Shrine,見初社,Kuil Misome,Kuil,misome,Misome,tomo sewi Misome
Q115299067,Misono Shrine,御園神社,Kuil Misono,Kuil,misono,Misono,tomo sewi Misono
Q135040583,Misotanino Shrine,溝谷神社,Kuil Misotanino,Kuil,misotanino,Misotanino,tomo sewi Misotanino
Q135352082,Misu Ōji Shrine,三栖王子,Kuil Misu Ōji,Kuil,misuōji,Misosi,tomo sewi Misosi
Q545397,Mita Hachiman Shrine,御田八幡神社,Kuil Mita Hachiman,Kuil,mitahachiman,Mitapasiman,tomo sewi Mitapasiman
Q65247901,Mita Kasuga Shrine,三田春日神社,Kuil Mita Kasuga,Kuil,mitakasuga,Mitakasuka,tomo sewi Mitakasuka
Q134595771,Mitachi Shrine,御太刀神社,Kuil Mitachi,Kuil,mitachi,Mitasi,tomo sewi Mitasi
Q131925936,Mitaka Shrine,見高神社,Kuil Mitaka,Kuil,mitaka,Mitaka,tomo sewi Mitaka
Q11488966,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q11488967,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q11488965,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q97613665,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q60988248,Mitake Shrine,三嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q111024060,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q117079729,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134594938,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134595577,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134594921,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134595604,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q119929588,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134595887,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134598585,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134598608,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134598609,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q119929480,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134595540,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134885978,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134597266,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134596316,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134596355,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134596158,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134886587,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134598943,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134886922,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134598158,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134598579,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134887232,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134604609,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134957454,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134956283,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q131596742,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134956530,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134956396,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134957999,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134957823,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q134957061,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q135259569,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q135190242,Mitake Shrine,三岳神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q135259977,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q135259999,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q135260000,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q135194414,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q135259083,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q135260101,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q135425733,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q135260207,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q135424963,Mitake Shrine,御嶽神社,Kuil Mitake,Kuil,mitake,Mitake,tomo sewi Mitake
Q131900996,Mitake Sha (Kazo),御嶽社,Kuil Mitake Sha (Kazo),Kuil,mitakesha,Mitakesija,tomo sewi Mitakesija
Q22120460,Mitake Ōkami Shrine,御嶽大神,Kuil Mitake Ōkami,Kuil,mitakeōkami,Mitakejokami,tomo sewi Mitakejokami
Q134886896,Mitakedai Shrine,御嶽大神社,Kuil Mitakedai,Kuil,mitakedai,Mitaketa,tomo sewi Mitaketa
Q134695737,Mitaki Shrine,御瀧神社,Kuil Mitaki,Kuil,mitaki,Mitaki,tomo sewi Mitaki
Q135260068,Mitama Shrine,御霊神社,Kuil Mitama,Kuil,mitama,Mitama,tomo sewi Mitama
Q276831,Mitami Shrine,美多彌神社,Kuil Mitami,Kuil,mitami,Mitami,tomo sewi Mitami
Q135041000,Mitamino Shrine,美談神社,Kuil Mitamino,Kuil,mitamino,Mitamino,tomo sewi Mitamino
Q135038741,Mitanino Shrine,御谷神社,Kuil Mitanino,Kuil,mitanino,Mitanino,tomo sewi Mitanino
Q135040732,Mitanino Shrine,美歎神社,Kuil Mitanino,Kuil,mitanino,Mitanino,tomo sewi Mitanino
Q135039551,Mitano Shrine,御田神社,Kuil Mitano,Kuil,mitano,Mitano,tomo sewi Mitano
Q134974065,Mitate Shrine,御建神社,Kuil Mitate,Kuil,mitate,Mitate,tomo sewi Mitate
Q11481884,Mitekura Shrine,幣久良神社,Kuil Mitekura,Kuil,mitekura,Mitekula,tomo sewi Mitekula
Q135098903,Mitekurano Shrine,幣久良神社,Kuil Mitekurano,Kuil,mitekurano,Mitekulano,tomo sewi Mitekulano
Q135040744,Mitekuranuno Shrine,美幣奴神社,Kuil Mitekuranuno,Kuil,mitekuranuno,Mitekulanuno,tomo sewi Mitekulanuno
Q135040536,Mitetsukino Shrine,御手槻神社,Kuil Mitetsukino,Kuil,mitetsukino,Mitetukino,tomo sewi Mitetukino
Q11548558,Mito Shrine,水度神社,Kuil Mito,Kuil,mito,Mito,tomo sewi Mito
Q11488802,Mito Shrine,御刀神社,Kuil Mito,Kuil,mito,Mito,tomo sewi Mito
Q135154193,Mito Shrine,水戸神社,Kuil Mito,Kuil,mito,Mito,tomo sewi Mito
Q11548589,Mito Hachimangū,水戸八幡宮,Kuil Mito Hachimangū,Kuil,mitohachimangū,Mitopasimanku,tomo sewi Mitopasimanku
Q11487792,"Mito Shrine, Higashiosaka",彌刀神社,"Kuil Mito, Higashiosaka",Kuil,"mito,higashiosaka",Mitopikasijosaka,tomo sewi Mitopikasijosaka
Q135198054,Mitoake Shrine (Oyunohara),大斎原・御戸開神社,Kuil Mitoake (Oyunohara),Kuil,mitoake,Mitowake,tomo sewi Mitowake
Q135039137,Mitono Shrine,弥刀神社,Kuil Mitono,Kuil,mitono,Mitono,tomo sewi Mitono
Q135195565,Mitori Shrine,美取神社,Kuil Mitori,Kuil,mitori,Mitoli,tomo sewi Mitoli
Q135039020,Mitoshino Shrine,馬立伊勢部田中神社,Kuil Mitoshino,Kuil,mitoshino,Mitosino,tomo sewi Mitosino
Q135041090,Mitoyano Shrine,三屋神社,Kuil Mitoyano,Kuil,mitoyano,Mitojano,tomo sewi Mitojano
Q118380368,Mitsu Hachimangu,八幡神社 (京丹後市網野町三津),Kuil Mitsu Hachimangu,Kuil,mitsuhachimangu,Mitupasimanku,tomo sewi Mitupasimanku
Q134957762,Mitsuba Shrine,三葉神社,Kuil Mitsuba,Kuil,mitsuba,Mitupa,tomo sewi Mitupa
Q135039759,Mitsuchino Shrine,蛟蝄神社,Kuil Mitsuchino,Kuil,mitsuchino,Mitusino,tomo sewi Mitusino
Q135193425,Mitsuchino Shrine Kado‑no‑Miya,蛟蝄神社 門の宮,Kuil Mitsuchino Kado‑no‑Miya,Kuil,mitsuchinokado‑no‑miya,Mitusinokatonomija,tomo sewi Mitusinokatonomija
Q135193426,Mitsuchino Shrine Oku‑no‑Miya,蛟蝄神社 奥の宮 （上のは消すかも）,Kuil Mitsuchino Oku‑no‑Miya,Kuil,mitsuchinooku‑no‑miya,Mitusinokunomija,tomo sewi Mitusinokunomija
Q54153270,Mitsue Shrine,御杖神社,Kuil Mitsue,Kuil,mitsue,Mituwe,tomo sewi Mituwe
Q128866643,Mitsugi Shrine (Konosu),三ツ木神社,Kuil Mitsugi (Konosu),Kuil,mitsugi,Mituki,tomo sewi Mituki
Q11489190,Mitsugū,御津宮,Kuil Mitsugū,Kuil,mitsugū,Mituku,tomo sewi Mituku
Q135041315,Mitsuhanomeno Shrine,弥都波能売神社,Kuil Mitsuhanomeno,Kuil,mitsuhanomeno,Mitupanomeno,tomo sewi Mitupanomeno
Q135068810,Mitsui Shrine,三井神社,Kuil Mitsui,Kuil,mitsui,Mituwi,tomo sewi Mituwi
Q135069104,Mitsuimyoujin,三井明神,Kuil Mitsuimyoujin,Kuil,mitsuimyoujin,Mituwimijosin,tomo sewi Mituwimijosin
Q11356840,Mitsuishi Shrine,三石神社,Kuil Mitsuishi,Kuil,mitsuishi,Mituwisi,tomo sewi Mituwisi
Q95857991,Mitsuishi Shrine,三ツ石神社,Kuil Mitsuishi,Kuil,mitsuishi,Mituwisi,tomo sewi Mituwisi
Q109600861,Mitsuishi Shrine,満石神社,Kuil Mitsuishi,Kuil,mitsuishi,Mituwisi,tomo sewi Mituwisi
Q135039375,Mitsukakino Shrine,弥都加伎神社,Kuil Mitsukakino,Kuil,mitsukakino,Mitukakino,tomo sewi Mitukakino
Q135039124,Mitsukuweno Shrine,御机神社,Kuil Mitsukuweno,Kuil,mitsukuweno,Mitukuweno,tomo sewi Mitukuweno
Q134596004,Mitsumataike Shrine,三股池神社,Kuil Mitsumataike,Kuil,mitsumataike,Mitumatake,tomo sewi Mitumatake
Q11355207,Mitsumine Shrine,三峯神社,Kuil Mitsumine,Kuil,mitsumine,Mitumine,tomo sewi Mitumine
Q106852622,Mitsumine Shrine,三峯神社,Kuil Mitsumine,Kuil,mitsumine,Mitumine,tomo sewi Mitumine
Q111814374,Mitsumine Shrine,三峰神社,Kuil Mitsumine,Kuil,mitsumine,Mitumine,tomo sewi Mitumine
Q111025310,Mitsumine Shrine,三峯神社,Kuil Mitsumine,Kuil,mitsumine,Mitumine,tomo sewi Mitumine
Q115187053,Mitsumine Shrine,三峯神社,Kuil Mitsumine,Kuil,mitsumine,Mitumine,tomo sewi Mitumine
Q132569281,Mitsumine Shrine,三峯神社,Kuil Mitsumine,Kuil,mitsumine,Mitumine,tomo sewi Mitumine
Q114023561,Mitsumine Shrine,三峰神社,Kuil Mitsumine,Kuil,mitsumine,Mitumine,tomo sewi Mitumine
Q133857591,Mitsumine Shrine,三峯神社,Kuil Mitsumine,Kuil,mitsumine,Mitumine,tomo sewi Mitumine
Q134955976,Mitsumine Shrine,三峰神社,Kuil Mitsumine,Kuil,mitsumine,Mitumine,tomo sewi Mitumine
Q135154474,Mitsumine Shrine,三峯神社,Kuil Mitsumine,Kuil,mitsumine,Mitumine,tomo sewi Mitumine
Q135154787,Mitsumine Shrine,三峯神社,Kuil Mitsumine,Kuil,mitsumine,Mitumine,tomo sewi Mitumine
Q135154061,Mitsumine Shrine,三峰神社,Kuil Mitsumine,Kuil,mitsumine,Mitumine,tomo sewi Mitumine
Q135155540,Mitsumine Shrine,三峯神社,Kuil Mitsumine,Kuil,mitsumine,Mitumine,tomo sewi Mitumine
Q135155394,Mitsumine Shrine,三峰神社,Kuil Mitsumine,Kuil,mitsumine,Mitumine,tomo sewi Mitumine
Q135260169,Mitsumine Shrine,三峯神社,Kuil Mitsumine,Kuil,mitsumine,Mitumine,tomo sewi Mitumine
Q135426151,Mitsumine Shrine,三峯神社,Kuil Mitsumine,Kuil,mitsumine,Mitumine,tomo sewi Mitumine
Q135426194,Mitsumine Shrine,三峯神社,Kuil Mitsumine,Kuil,mitsumine,Mitumine,tomo sewi Mitumine
Q135039577,Mitsuno Shrine,御津神社,Kuil Mitsuno,Kuil,mitsuno,Mituno,tomo sewi Mituno
Q135038784,Mitsuno Shrine,三井神社,Kuil Mitsuno,Kuil,mitsuno,Mituno,tomo sewi Mituno
Q135040944,Mitsuno Shrine,御津神社,Kuil Mitsuno,Kuil,mitsuno,Mituno,tomo sewi Mituno
Q135041489,Mitsuno Shrine,水神社 (壱岐市),Kuil Mitsuno,Kuil,mitsuno,Mituno,tomo sewi Mituno
Q135270101,Mitsuno Shrine,三井神社,Kuil Mitsuno,Kuil,mitsuno,Mituno,tomo sewi Mituno
Q11588777,Mitsurugi Shrine,神劔神社 (八尾市),Kuil Mitsurugi,Kuil,mitsurugi,Mituluki,tomo sewi Mituluki
Q126193952,Mitsurugi-hachimangu (Nishio),御剱八幡宮 (西尾市),Kuil Mitsurugi-hachimangu (Nishio),Kuil,mitsurugihachimangu,Mitulukipasimanku,tomo sewi Mitulukipasimanku
Q11355280,Mitsushima Shrine,三島神社,Kuil Mitsushima,Kuil,mitsushima,Mitusima,tomo sewi Mitusima
Q135040634,Mitsushino Shrine,御出石神社,Kuil Mitsushino,Kuil,mitsushino,Mitusino,tomo sewi Mitusino
Q135040628,Mitsuwokano Shrine,盈岡神社,Kuil Mitsuwokano,Kuil,mitsuwokano,Mitokano,tomo sewi Mitokano
Q135068811,Mitsuzuka Shrine,三塚社,Kuil Mitsuzuka,Kuil,mitsuzuka,Mitusuka,tomo sewi Mitusuka
Q114267790,"Mitsuzō-in (Kawaguchi, Saitama)",密蔵院,"Kuil Mitsuzō-in (Kawaguchi, Saitama)",Kuil,mitsuzōin,Mitusowin,tomo sewi Mitusowin
Q3317243,Miwa Shrine,三輪神社,Kuil Miwa,Kuil,miwa,Miwa,tomo sewi Miwa
Q11354664,Miwa Shrine,三和神社,Kuil Miwa,Kuil,miwa,Miwa,tomo sewi Miwa
Q11357406,Miwa Shrine,三輪神社,Kuil Miwa,Kuil,miwa,Miwa,tomo sewi Miwa
Q11357407,Miwa Shrine,三輪神社,Kuil Miwa,Kuil,miwa,Miwa,tomo sewi Miwa
Q11357405,Miwa Shrine,三輪神社,Kuil Miwa,Kuil,miwa,Miwa,tomo sewi Miwa
Q11608851,Miwa Shrine,美和神社,Kuil Miwa,Kuil,miwa,Miwa,tomo sewi Miwa
